,caseId,caseName,issue,issueArea,decisionDirection,splitVote,majVotes,minVotes,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,justice1,justice2,justice3,justice4,justice5,justice6,justice7,justice8,justice9,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction,justice1Vote,justice2Vote,justice3Vote,justice4Vote,justice5Vote,justice6Vote,justice7Vote,justice8Vote,justice9Vote,justice1Opinion,justice2Opinion,justice3Opinion,justice4Opinion,justice5Opinion,justice6Opinion,justice7Opinion,justice8Opinion,justice9Opinion,justice1Majority,justice2Majority,justice3Majority,justice4Majority,justice5Majority,justice6Majority,justice7Majority,justice8Majority,justice9Majority
8328,2010-048,"UNITED STATES, PETITIONER v. JASON LOUIS TINKLENBERG",10590,1,2,1,8,0,27,137,1,0,82,26,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8329,2010-049,"CHARLES ANDREW FOWLER, AKA MAN, PETITIONER v. UNITED STATES",10520,1,2,1,7,2,126,27,1,0,56,31,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2
8330,2010-050,"BOB CAMRETA, PETITIONER v. SARAH GREENE, PERSONALLY AND AS NEXT FRIEND OF S. G., A MINOR, AND K. G., A MINOR",90240,9,2,1,7,2,8,175,1,0,108,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8331,2010-051,"GLOBAL-TECH APPLIANCES, INC., et al., PETITIONERS v. SEB S.A.",80180,8,2,1,8,1,184,172,1,0,96,8,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8332,2010-052,"JOHN D. ASHCROFT, PETITIONER v. ABDULLAH AL-KIDD",80060,8,2,1,8,0,1,174,1,0,64,29,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2
8333,2010-053,"RICKY D FOX, PETITIONER v. JUDY ANN VICE, AS EXECUTRIX OF THE ESTATE OF VICE, et al.",60010,6,1,1,9,0,8,8,1,0,77,25,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2
8334,2010-054,"CLIFTON TERELLE MCNEILL, PETITIONER v. UNITED STATES",10510,1,1,1,9,0,126,27,1,0,98,24,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
8335,2010-055,"BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY, PETITIONER v. ROCHE MOLECULAR SYSTEMS, INC., et al.",80180,8,1,1,7,2,176,143,1,0,50,8,0,5,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,1,1,2,2,2,1,2,1,1,4,4,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1
8336,2010-056,"ERICA P. JOHN FUND, INC., FKA ARCHDIOCESE OF MILWAUKEE SUPPORTING FUND, INC., PETITIONER v. HALLIBURTON CO., et al.",90110,9,2,1,9,0,173,176,1,0,120,25,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8337,2010-057,"MICROSOFT CORPORATION, PETITIONER v. I4I  LIMITED PARTNERSHIP et al.",80210,8,2,1,8,0,133,133,1,0,119,8,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,4,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2
8338,2010-058,"FRANTZ DEPIERRE, PETITIONER v. UNITED STATES",10510,1,1,1,9,0,137,27,1,0,80,21,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,4,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
8339,2010-059,"TALK AMERICA, PETITIONER v. MICHIGAN BELL TELEPHONE COMPANY DBA AT&T MICHIGAN",80340,8,2,1,8,0,205,205,1,0,81,26,1,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8340,2010-060,"MARCUS SYKES, PETITIONER v. UNITED STATES",10560,1,1,1,6,3,137,27,1,0,69,27,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8342,2010-062,"UNITED STATES, PETITIONER v. JICARILLA APACHE NATION",20150,2,1,1,7,1,27,170,1,0,3,8,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8344,2010-064,"NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN",30010,3,1,1,9,0,4,8,1,0,302,300,1,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,1,2,2,1,1,3,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2
8345,2010-065,"CAROL ANNE BOND, PETITIONER v. UNITED STATES",90220,9,2,1,9,0,253,27,1,0,109,23,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
8346,2010-066,"WILLIE GENE DAVIS, PETITIONER v. UNITED STATES",10060,1,1,1,7,2,137,27,1,0,41,31,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8347,2010-067,"J. D. B., PETITIONER v. NORTH CAROLINA",10100,1,2,1,5,4,175,28,1,0,302,300,1,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2
8348,2010-068,"KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION",100020,10,1,1,9,0,134,143,1,0,83,28,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,4,4,4,3,4,1,1,1,4,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8349,2010-069,"ALEJANDRA TAPIA, PETITIONER v. UNITED STATES",10560,1,2,1,9,0,137,27,1,0,51,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8350,2010-070,"WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.",90250,9,1,1,5,4,238,154,1,0,50,29,1,6,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
8351,2010-071,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",30010,3,1,1,9,0,3,8,1,0,110,23,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2
8352,2010-072,"AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL",80130,8,1,1,8,0,148,28,1,0,96,22,0,5,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
8353,2010-073,"MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.",10080,1,2,1,5,4,153,188,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
8354,2010-074,"CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE",80040,8,2,1,5,4,231,145,1,0,67,27,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,1,1,1,1,2,3,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2
8355,2010-075,"DONALD BULLCOMING, PETITIONER v. NEW MEXICO",10270,1,2,1,5,4,137,28,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1
8356,2010-076,"PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING",100030,10,2,1,5,4,143,134,1,0,83,28,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2
8357,2010-077,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",30020,3,2,1,6,3,28,143,1,0,124,22,1,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,1,2,1,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2
8358,2010-078,WILLIAM FREEMAN v. UNITED STATES,10560,1,2,1,5,4,137,27,1,0,74,26,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1
8359,2010-079,"HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL",140070,14,3,1,5,4,253,129,1,0,48,29,0,4,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2
8360,2010-081,"GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.",40060,4,2,1,9,0,159,175,1,0,302,301,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2
8361,2010-082,"J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO",40060,4,2,1,6,3,184,208,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2
8363,2010-084,"ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.",30140,3,1,1,5,4,207,19,1,0,45,29,1,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
8364,2010-085,"HUMBERTO LEAL GARCIA, AKA HUMBERTO LEAL v. TEXAS",10130,1,1,1,5,4,126,28,12,0,122,25,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,2,2,2,1,1,2,1,1,2,4,4,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1
8365,2010-086,"JOSE TOLENTINO, PETITIONER v. NEW YORK",90150,9,1,1,9,0,100,28,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1
8366,2011-001,"JAVIER CAVAZOS, ACTING WARDEN v. SHIRLEY REE SMITH",10020,1,1,1,6,3,28,126,1,0,48,29,0,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2
8367,2011-002,"ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.",10020,1,1,1,9,0,126,28,1,0,109,23,1,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,1,2,3,1,3,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2
8368,2011-003,"DAVID BOBBY, WARDEN v. ARCHIE DIXON",10100,1,1,1,9,0,28,215,1,0,103,26,0,1,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1
8369,2011-004,KPMG LLP v. ROBERT COCCHI et al.,80160,8,1,1,9,0,119,173,1,0,302,301,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
8371,2011-006,"MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al.",10140,1,1,1,8,1,145,126,1,0,49,29,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8372,2011-007,COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.,80160,8,1,1,8,1,135,134,1,0,50,29,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2
8373,2011-008,"JUAN SMITH v. BURL CAIN, WARDEN",10160,1,2,1,8,1,126,28,1,0,302,300,0,9,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2
8374,2011-009,BARION PERRY v. NEW HAMPSHIRE,10150,1,1,1,8,1,100,28,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2
8375,2011-010,"PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL",80040,8,2,1,9,0,198,145,1,0,29,29,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8376,2011-011,"HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al.",30160,3,2,1,9,0,130,332,1,0,81,26,0,5,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8377,2011-012,"MARCUS HARDY, WARDEN v. IRVING L. CROSS",10270,1,1,1,9,0,28,215,1,0,66,27,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,4,1,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8378,2011-013,"JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",20110,2,2,1,9,0,106,1,1,0,29,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2
8379,2011-014,"MARCUS D. MIMS, PETITIONER v. ARROW FINANCIAL SERVICES, LLC",80170,8,2,1,9,0,134,135,1,0,58,31,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2
8380,2011-015,"LAWRENCE GOLAN, et al. v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al.",80190,8,1,1,6,2,112,1,1,0,52,30,0,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2
8381,2011-016,"CORY R. MAPLES, PETITIONER v. KIM T. THOMAS, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS",20320,2,2,1,7,2,126,28,1,0,42,31,1,9,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8382,2011-017,"BILLY JOE REYNOLDS, PETITIONER v. UNITED STATES",10570,1,2,1,7,2,126,27,1,0,111,23,0,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2
8383,2011-018,"DARIN RYBURN, et al., PETITIONERS v. GEORGE R. HUFF, et al.",10050,1,2,1,9,0,8,153,1,0,51,29,1,6,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2
8384,2011-019,"NATIONAL MEAT ASSOCIATION, PETITIONER v. KAMALA D. HARRIS, ATTORNEY GENERAL OF CALIFORNIA, et al.",100030,10,2,1,9,0,158,19,1,0,49,29,0,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2
8386,2011-021,"RICK PERRY, GOVERNOR OF TEXAS, et al., APPELLANTS v. SHANNON PEREZ et al.",20090,2,1,1,9,0,19,251,2,1,122,122,0,9,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8387,2011-022,"AKIO KAWASHIMA, ET UX., PETITIONERS v. ERIC H. HOLDER, JR., ATTORNEY GENERAL.",20110,2,1,1,6,3,106,327,1,0,29,29,0,7,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8389,2011-024,"JOHN E. WETZEL, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al., PETITIONERS v. JAMES LAMBERT",10160,1,1,1,6,3,28,126,1,0,109,23,0,5,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
8390,2011-025,"MARMET HEALTH CARE CENTER, INC., et al., PETITIONERS (NO. 11-391) v. CLAYTON BROWN et al.",80160,8,1,1,9,0,165,204,1,0,302,300,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
